OI,CHNG_IN_OI,VOLUME,IV,LTP,CHNG,BID_QTY,BID,ASK,ASK_QTY,STRIKE,TYPE,MID_PRICE,PRICE,SPOT,MONEYNESS,T,BS_PRICE,PRICE_DIFF,%_DIFF
551.0,-6.0,26.0,12.4,598.8,27.05,150.0,599.25,607.55,150.0,25250.0,PUT,603.4,598.8,24631.3,1.0251184468542058,0.03285420944558522,603.7227883106716,4.922788310671649,0.8221089363179107
7235.0,-65.0,749.0,12.93,646.5,33.7,150.0,645.5,652.05,75.0,25300.0,PUT,648.775,646.5,24631.3,1.027148384372729,0.03285420944558522,651.7140151664898,5.214015166489844,0.8064988656596819
800.0,110.0,123.0,12.48,683.05,21.55,150.0,690.2,698.05,150.0,25350.0,PUT,694.125,683.05,24631.3,1.0291783218912522,0.03285420944558522,690.4991814972454,7.44918149724549,1.0905763117261535
5111.0,-373.0,839.0,13.88,741.5,41.35,1800.0,737.1,744.1,75.0,25400.0,PUT,740.6,741.5,24631.3,1.0312082594097753,0.03285420944558522,747.3442276750575,5.844227675057482,0.7881628691918383
300.0,153.0,210.0,13.57,780.85,-79.35,300.0,779.4,792.35,150.0,25450.0,PUT,785.875,780.85,24631.3,1.0332381969282987,0.03285420944558522,788.5572086575303,7.707208657530259,0.9870280665339385
26610.0,-147.0,1328.0,14.37,832.55,36.25,150.0,832.6,835.0,75.0,25500.0,PUT,833.8,832.55,24631.3,1.0352681344468218,0.03285420944558522,839.8918358126102,7.34183581261027,0.8818492357948796
205.0,-40.0,52.0,15.23,885.0,40.7,150.0,873.05,887.0,75.0,25550.0,PUT,880.025,885.0,24631.3,1.0372980719653448,0.03285420944558522,891.748781400569,6.748781400568987,0.7625741695558177
1716.0,9.0,117.0,15.46,931.0,36.85,75.0,925.3,935.35,75.0,25600.0,PUT,930.325,931.0,24631.3,1.0393280094838682,0.03285420944558522,938.4743391278353,7.474339127835265,0.8028291222164623
1439.0,12.0,105.0,15.02,1016.3,25.55,750.0,1020.75,1029.8,75.0,25700.0,PUT,1025.275,1016.3,24631.3,1.0433878845209146,0.03285420944558522,1026.9320346302375,10.632034630237513,1.0461511984883904
2066.0,9.0,32.0,15.68,1112.75,35.75,150.0,1120.5,1130.0,150.0,25800.0,PUT,1125.25,1112.75,24631.3,1.0474477595579608,0.03285420944558522,1124.1439890266556,11.393989026655618,1.0239486880840816
680.0,-9.0,13.0,14.88,1200.85,17.3,225.0,1218.9,1232.35,75.0,25900.0,PUT,1225.625,1200.85,24631.3,1.0515076345950072,0.03285420944558522,1215.4081328999891,14.558132899989232,1.212319015696318
43.0,,1.0,11.47,1237.05,24.85,150.0,1266.15,1276.5,225.0,25950.0,PUT,1271.325,1237.05,24631.3,1.0535375721135303,0.03285420944558522,1256.3077277352131,19.257727735213166,1.556746108501125
17910.0,-255.0,769.0,18.87,1320.0,41.05,75.0,1317.4,1323.8,75.0,26000.0,PUT,1320.6,1320.0,24631.3,1.0555675096320536,0.03285420944558522,1329.5279009565384,9.52790095653836,0.7218106785256333
500.0,6.0,13.0,19.28,1415.0,-8.65,150.0,1411.7,1425.6,225.0,26100.0,PUT,1418.65,1415.0,24631.3,1.0596273846691,0.03285420944558522,1425.6815883662894,10.681588366289361,0.7548825700557853
70.0,8.0,8.0,19.16,1460.7,49.45,1725.0,1325.1,1475.1,225.0,26150.0,PUT,1400.1,1460.7,24631.3,1.061657322187623,0.03285420944558522,1472.428260093202,11.728260093201925,0.8029205239407082
268.0,-5.0,9.0,16.63,1495.05,1.85,225.0,1513.1,1525.05,225.0,26200.0,PUT,1519.0749999999998,1495.05,24631.3,1.0636872597061462,0.03285420944558522,1511.3199614063633,16.269961406363336,1.0882553363675689
154.0,8.0,8.0,20.3,1608.1,20.85,750.0,1612.35,1623.95,225.0,26300.0,PUT,1618.15,1608.1,24631.3,1.0677471347431926,0.03285420944558522,1620.4815275754481,12.381527575448217,0.7699476136713026
8970.0,66.0,317.0,23.18,1813.0,31.55,75.0,1811.65,1821.05,75.0,26500.0,PUT,1816.35,1813.0,24631.3,1.0758668848172854,0.03285420944558522,1823.9709815082097,10.970981508209661,0.6051285994599923
9348.0,-20.0,85.0,27.68,2310.0,34.25,150.0,2310.7,2319.95,75.0,27000.0,PUT,2315.325,2310.0,24631.3,1.096166260002517,0.03285420944558522,2321.597682573356,11.597682573355996,0.5020641806647618
25.0,1.0,1.0,30.75,2516.0,69.25,75.0,2496.2,2541.2,150.0,27200.0,PUT,2518.7,2516.0,24631.3,1.1042860100766099,0.03285420944558522,2525.903499336069,9.903499336069217,0.3936208003207161
